system size,overhead (runtime percent)
5,65.21050975173318
10,61.119488206308006
50,28.26193357851909
100,13.648705407225208
200,6.810079834637762
300,2.9880415743150763
400,1.296103364706397
500,0.9296491296776423
600,0.755319172856801
700,0.6181204872759594
800,0.5116012561438623
900,0.5226747590149614
1000,0.6452295901579532
